time,area,weather,max_temperature,min_temperature,aqi,aqiLevel,wind_direction,wind_power,aqiInfo
20210704,新吴,大雨-小雨,26,24,48,1,东北风,2级,优
20210705,新吴,阴-多云,34,27,65,2,南风,2级,良
20210706,新吴,阴-多云,36,27,43,1,东南风,2级,优
20210707,新吴,阴-小雨,36,27,53,2,西南风,3级,良
20210708,新吴,大雨-中雨,30,25,36,1,西南风,3级,优
20210709,新吴,阴-小雨,32,27,56,2,西南风,3级,良
20210710,新吴,多云,34,26,44,1,西南风,3级,优
20210711,新吴,阴-多云,35,27,52,2,东南风,2级,良
20210712,新吴,多云,36,28,56,2,东南风,3级,良
20210713,新吴,阴-多云,36,29,53,2,东南风,3级,良
20210714,新吴,阴-多云,37,30,54,2,东南风,3级,良
20210715,新吴,多云,38,29,55,2,东南风,3级,良
20210716,新吴,阴-多云,33,27,32,1,东南风,3级,优
20210717,新吴,阴-多云,33,27,27,1,东南风,3级,优
20210718,新吴,多云,33,26,33,1,东南风,3级,优
20210719,新吴,多云,34,27,29,1,东南风,3级,优
20210720,新吴,阴-多云,34,27,28,1,东南风,3级,优
20210721,新吴,多云,33,26,27,1,东风,3级,优
20210722,新吴,阴-多云,32,27,28,1,东北风,3级,优
20210723,新吴,阴-小雨,34,26,23,1,东北风,4级,优
20210724,新吴,小雨-中雨,30,26,21,1,东北风,4级,优
20210725,新吴,大雨,27,25,16,1,东北风,6级,优
20210726,新吴,中雨-大雨,27,25,14,1,东北风,5级,优
20210727,新吴,中雨-大雨,27,26,14,1,东南风,5级,优
20210728,新吴,小雨-多云,31,26,27,1,东南风,5级,优
20210729,新吴,多云,33,26,34,1,西南风,3级,优
20210730,新吴,多云,34,26,47,1,西风,2级,优
20210731,新吴,阴-多云,33,27,39,1,东风,2级,优
20210801,新吴,阴-多云,33,27,58,2,东北风,2级,良
20210802,新吴,阴-多云,34,27,31,1,东北风,3级,优
20210803,新吴,阴-多云,33,27,25,1,东北风,3级,优
20210804,新吴,多云,33,27,26,1,东风,3级,优
20210805,新吴,阴-多云,33,26,28,1,东南风,3级,优
20210806,新吴,多云,33,26,28,1,东南风,3级,优
20210807,新吴,阴-多云,33,26,30,1,东北风,3级,优
20210808,新吴,多云,33,25,34,1,东北风,2级,优
20210809,新吴,多云,34,26,66,2,东南风,2级,良
